# Modern-Era Retrospective Analysis for Research and Applications (MERRA), version 2
# Provider;National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center
# More information at;http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2
# Site latitude (positive means North);30.575
# Site longitude (positive means East);78.465
# Site altitude (m);2166
# Date beginning;2010-01-01
# Date end;2020-08-31
# Time reference (hour);UT
# Summarization (period of integration);Day (d)
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization

# Columns:
# Temperature (K);Temperature at 2 m above ground
# Relative humidity (%);Relative humidity at 2 m above ground
# Pressure (hPa);Pressure at ground level
# Wind speed (m/s);Wind speed at 10 m above ground
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...)
# Rainfall (kg/m2);Rainfall (= rain depth in mm)
# Snowfall (kg/m2);Snowfall
# Snow depth (m);Snow depth
# Short-wave irradiation (Wh/m2);Surface incoming shortwave irradiation (broadband)

# MERRA-2 meteorological data
# Date;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;Short-wave irradiation
2010-01-01;24:00;279.72;27.23;801.20;0.37;334.09;0.000000;0.000000;0.000004;4264.8330
2010-01-02;24:00;280.60;25.17;803.47;0.07;335.33;0.000000;0.000000;0.000011;4232.1200
2010-01-03;24:00;279.56;48.87;802.13;0.31;266.80;1.579539;1.664193;0.003771;3690.8740
2010-01-04;24:00;278.54;51.63;798.35;0.80;329.89;0.000002;0.000420;0.004926;4208.6820
2010-01-05;24:00;279.83;34.36;798.21;0.53;332.49;0.000000;0.000000;0.002767;4380.2330
2010-01-06;24:00;280.13;31.29;800.40;0.56;324.61;0.000000;0.000000;0.002002;4349.9660
2010-01-07;24:00;280.69;31.23;802.69;0.15;246.68;0.000000;0.000000;0.001617;4341.6010
2010-01-08;24:00;279.66;35.07;801.38;0.41;146.63;0.000000;0.000000;0.001408;4384.4120
2010-01-09;24:00;279.79;32.35;801.03;0.12;213.28;0.000000;0.000000;0.001324;4430.7640
2010-01-10;24:00;279.47;29.99;801.68;0.50;300.60;0.000000;0.000000;0.000798;4488.7210
2010-01-11;24:00;279.60;25.27;801.48;0.64;311.82;0.000000;0.000000;0.000562;4537.3410
2010-01-12;24:00;279.29;24.72;801.61;0.19;174.45;0.000031;0.070035;0.000600;4548.2900
2010-01-13;24:00;275.56;65.85;801.35;0.86;121.40;5.190437;1.587384;0.006328;2772.8170
2010-01-14;24:00;278.74;50.30;804.47;0.94;300.44;0.000000;0.000151;0.005223;4414.8960
2010-01-15;24:00;279.89;34.57;805.89;0.60;299.88;0.000000;0.000002;0.003139;4396.0300
2010-01-16;24:00;281.11;27.71;805.68;0.70;289.59;0.000000;0.000000;0.002440;4630.0740
2010-01-17;24:00;280.07;29.57;805.52;0.35;282.70;0.000000;0.000101;0.001989;4218.3550
2010-01-18;24:00;279.10;29.61;804.26;0.27;308.18;0.000000;0.000017;0.001798;4125.7910
2010-01-19;24:00;279.44;28.64;803.01;0.89;302.84;0.000000;0.000007;0.001728;4612.2300
2010-01-20;24:00;279.13;32.39;804.17;0.85;345.42;0.000069;0.011767;0.001081;2958.0230
2010-01-21;24:00;279.30;32.75;802.22;0.78;305.97;0.000000;0.001694;0.000749;4630.0270
2010-01-22;24:00;279.34;35.63;802.59;0.64;345.96;0.003828;0.188008;0.000664;2721.4120
2010-01-23;24:00;280.08;34.46;802.25;0.59;322.23;0.000003;0.006869;0.000634;4126.4590
2010-01-24;24:00;280.23;34.31;801.42;0.44;256.25;0.000008;0.026844;0.000598;4659.1140
2010-01-25;24:00;278.99;40.34;802.48;0.62;292.88;0.000808;0.061473;0.000579;4516.1920
2010-01-26;24:00;279.99;34.25;802.79;0.57;275.16;0.000000;0.000164;0.000558;4750.9270
2010-01-27;24:00;280.13;34.59;802.69;0.74;284.59;0.000116;0.023018;0.000536;4125.6190
2010-01-28;24:00;279.67;35.54;802.75;0.19;271.73;0.000000;0.000211;0.000517;3495.6130
2010-01-29;24:00;279.03;47.76;802.85;0.51;271.84;0.024530;0.262610;0.000501;4307.3210
2010-01-30;24:00;279.72;31.55;801.33;1.04;288.77;0.000000;0.000006;0.000483;4879.7760
2010-01-31;24:00;279.21;31.75;801.03;0.46;198.83;0.000000;0.015129;0.000464;4255.3710
2010-02-01;24:00;278.07;33.91;800.59;0.59;215.17;0.000000;0.013376;0.000448;4826.3330
2010-02-02;24:00;277.09;36.62;800.40;0.40;273.40;0.000000;0.031688;0.000435;4827.2100
2010-02-03;24:00;277.71;29.36;800.67;0.60;287.16;0.000000;0.000037;0.000420;5130.4310
2010-02-04;24:00;278.80;26.78;800.83;1.04;289.43;0.000000;0.000481;0.000404;5081.0010
2010-02-05;24:00;280.29;31.75;801.49;0.94;300.65;0.000004;0.021310;0.000388;5009.5430
2010-02-06;24:00;281.26;47.89;802.64;1.32;297.85;0.166639;0.455408;0.000374;4188.8170
2010-02-07;24:00;280.48;66.64;803.13;0.90;24.96;4.800856;8.329111;0.000780;1986.3460
2010-02-08;24:00;276.71;89.45;798.46;2.77;92.25;50.871683;34.069165;0.014261;1170.3520
2010-02-09;24:00;275.24;90.55;797.56;2.16;147.97;8.710103;6.268072;0.037096;3216.0600
2010-02-10;24:00;276.95;57.87;801.50;1.21;112.69;0.054103;0.036140;0.027908;4633.1270
2010-02-11;24:00;279.47;45.65;802.95;1.14;129.41;0.001755;0.006412;0.019769;5301.1130
2010-02-12;24:00;277.46;57.82;802.17;0.20;59.38;0.317571;0.585925;0.016526;3914.2390
2010-02-13;24:00;278.12;40.79;800.37;0.68;272.70;0.000000;0.001251;0.014222;5409.3960
2010-02-14;24:00;277.42;38.69;799.14;0.60;140.42;0.000000;0.032285;0.010731;5531.0890
2010-02-15;24:00;277.73;43.28;800.09;1.12;128.63;0.027902;0.138171;0.009122;4272.5740
2010-02-16;24:00;278.45;52.26;801.23;0.71;167.77;0.136022;0.583515;0.008325;5248.0550
2010-02-17;24:00;277.75;49.57;800.61;0.29;287.63;0.087724;0.457115;0.007659;4913.0540
2010-02-18;24:00;280.80;32.78;800.15;0.61;265.19;0.000181;0.037022;0.006288;5768.3360
2010-02-19;24:00;280.90;35.09;801.75;0.63;281.56;0.000000;0.011291;0.005284;5805.7540
2010-02-20;24:00;282.05;31.07;801.89;0.92;286.35;0.000000;0.000000;0.004746;5935.0170
2010-02-21;24:00;283.69;33.44;801.44;0.68;269.61;0.000000;0.000004;0.004331;5940.4450
2010-02-22;24:00;283.64;38.05;801.07;1.24;245.00;0.149400;0.170051;0.004475;5823.5630
2010-02-23;24:00;279.26;67.19;798.79;0.07;19.18;1.029852;0.598186;0.008197;3508.3050
2010-02-24;24:00;281.32;52.65;798.24;0.98;267.48;0.059786;0.135088;0.006318;5611.3040
2010-02-25;24:00;282.69;45.70;800.24;0.61;250.87;0.000208;0.028218;0.005339;5027.0210
2010-02-26;24:00;283.52;43.67;800.87;1.24;284.62;0.013406;0.093639;0.003228;5659.4840
2010-02-27;24:00;284.64;40.17;799.78;1.92;302.22;0.001203;0.037429;0.001959;5809.5690
2010-02-28;24:00;285.99;42.54;800.20;1.21;268.13;0.841040;2.191152;0.001645;5825.0170
2010-03-01;24:00;283.42;59.72;801.99;0.36;274.12;1.728384;2.089113;0.001554;5020.2420
2010-03-02;24:00;284.29;33.02;799.26;1.67;296.32;0.000001;0.000051;0.001449;6351.8870
2010-03-03;24:00;282.79;32.38;797.97;0.42;350.58;0.002685;0.154746;0.001518;2803.4380
2010-03-04;24:00;283.02;57.70;798.46;0.98;187.84;2.425846;5.037811;0.003014;5494.0750
2010-03-05;24:00;282.80;43.05;799.07;1.14;284.02;0.000053;0.003553;0.001365;6353.2380
2010-03-06;24:00;283.50;29.68;800.02;0.53;217.21;0.008266;0.069257;0.001238;6650.2360
2010-03-07;24:00;282.92;43.80;801.24;0.95;274.94;0.008395;0.062829;0.001161;6208.7610
2010-03-08;24:00;282.90;39.38;801.60;0.79;232.08;0.009725;0.061355;0.001085;6578.8380
2010-03-09;24:00;283.59;34.21;803.72;0.17;258.16;0.000000;0.005330;0.000983;6693.0170
2010-03-10;24:00;284.79;29.27;803.98;0.82;276.93;0.000000;0.000000;0.000843;6624.4220
2010-03-11;24:00;285.05;27.85;804.82;0.62;263.72;0.000000;0.000000;0.000733;6615.5630
2010-03-12;24:00;284.35;32.22;803.53;1.11;279.16;0.000001;0.006918;0.000655;5953.5490
2010-03-13;24:00;285.69;31.98;800.61;1.67;283.21;0.000020;0.020783;0.000572;6737.6830
2010-03-14;24:00;285.77;35.48;799.09;1.05;281.14;0.247806;0.138513;0.000510;6210.6690
2010-03-15;24:00;286.65;32.57;801.15;0.33;191.53;0.001113;0.051805;0.000421;5921.1480
2010-03-16;24:00;286.48;35.62;804.34;0.36;260.08;0.313578;0.158961;0.000355;6106.1370
2010-03-17;24:00;287.21;32.09;806.51;0.92;254.49;0.003813;0.005964;0.000271;6596.0670
2010-03-18;24:00;288.27;36.12;806.46;1.24;264.04;0.001330;0.000000;0.000153;6611.6140
2010-03-19;24:00;290.53;32.23;803.53;0.97;257.39;0.000000;0.000000;0.000062;6922.2770
2010-03-20;24:00;290.91;33.37;802.83;0.84;239.76;0.000000;0.000054;0.000022;6954.0460
2010-03-21;24:00;291.12;27.77;800.27;2.08;281.85;0.000000;0.000000;0.000011;6779.6720
2010-03-22;24:00;291.00;21.70;796.99;2.33;286.08;0.000000;0.000000;0.000008;7020.1440
2010-03-23;24:00;290.50;23.12;797.14;1.19;262.09;0.000000;0.000000;0.000006;7101.9400
2010-03-24;24:00;290.30;25.02;798.81;1.42;264.06;0.000000;0.001990;0.000005;7182.8770
2010-03-25;24:00;290.63;24.16;799.61;0.89;223.00;0.000000;0.004020;0.000003;6357.5560
2010-03-26;24:00;290.13;27.86;800.18;1.01;229.90;0.025105;0.312111;0.000002;6563.1880
2010-03-27;24:00;288.78;30.78;800.12;1.06;267.28;0.098049;0.304282;0.000001;6810.7060
2010-03-28;24:00;289.54;22.44;799.45;2.13;278.30;0.000000;0.000015;0.000001;7383.5330
2010-03-29;24:00;290.22;24.90;798.72;2.45;276.75;0.001899;0.169535;0.000001;7439.4240
2010-03-30;24:00;289.45;27.13;797.61;1.99;255.97;0.542401;1.210609;0.000000;6254.0260
2010-03-31;24:00;288.18;22.73;797.49;1.59;265.16;0.004411;0.197982;0.000000;7239.6800
2010-04-01;24:00;287.93;17.61;797.73;2.10;274.71;0.000000;0.004242;0.000000;7615.8680
2010-04-02;24:00;289.00;19.85;799.40;1.51;261.36;0.147821;1.889423;0.000000;7671.5010
2010-04-03;24:00;289.06;26.93;801.22;1.05;268.95;0.040244;0.679092;0.000000;7242.8960
2010-04-04;24:00;289.01;25.24;801.53;1.99;282.60;0.000077;0.072368;0.000000;7645.3140
2010-04-05;24:00;289.13;20.02;800.38;2.85;282.02;0.000000;0.011558;0.000000;7695.9620
2010-04-06;24:00;289.67;17.43;800.27;1.44;269.96;0.000000;0.000000;0.000000;7846.8630
2010-04-07;24:00;292.16;14.71;803.19;1.16;232.37;0.000000;0.000002;0.000000;7912.8960
2010-04-08;24:00;292.67;14.40;803.62;1.06;258.47;0.000021;0.000763;0.000000;7267.2920
2010-04-09;24:00;292.77;17.42;798.40;2.14;276.31;0.000000;0.000435;0.000000;7654.1680
2010-04-10;24:00;292.66;20.81;796.77;2.48;281.40;0.000000;0.001291;0.000000;7752.7390
2010-04-11;24:00;292.87;22.79;798.24;1.48;249.77;0.000031;0.026966;0.000000;6787.8150
2010-04-12;24:00;292.27;26.61;798.71;0.83;255.74;0.338449;1.055107;0.000000;5988.6310
2010-04-13;24:00;292.26;20.72;798.73;0.64;232.33;0.000033;0.056381;0.000000;7773.5710
2010-04-14;24:00;292.84;14.86;800.09;0.79;253.71;0.000000;0.000026;0.000000;8011.8300
2010-04-15;24:00;293.40;12.73;801.96;0.60;224.42;0.000000;0.000000;0.000000;7573.7260
2010-04-16;24:00;294.54;17.68;800.80;2.34;282.01;0.000270;0.020729;0.000000;7791.2120
2010-04-17;24:00;295.02;20.09;799.73;2.28;283.98;0.004731;0.031870;0.000000;6827.5010
2010-04-18;24:00;294.15;30.72;798.67;2.03;251.05;4.976136;2.625199;0.000000;5111.3340
2010-04-19;24:00;292.87;36.35;797.11;0.82;206.52;1.226242;1.652446;0.000000;5807.7140
2010-04-20;24:00;293.59;29.67;795.87;1.35;220.55;0.302570;0.880086;0.000000;7571.5540
2010-04-21;24:00;293.17;30.66;797.35;2.11;226.11;2.125082;2.191912;0.000000;6909.8610
2010-04-22;24:00;292.03;28.95;799.46;1.59;208.54;0.010318;0.214267;0.000000;7505.0360
2010-04-23;24:00;291.15;27.22;799.77;1.82;234.79;0.134878;0.493055;0.000000;7509.6000
2010-04-24;24:00;290.79;23.82;799.03;1.85;249.57;0.421158;0.935706;0.000000;7863.4870
2010-04-25;24:00;291.32;17.02;799.27;1.29;246.39;0.000092;0.084965;0.000000;8329.7210
2010-04-26;24:00;293.02;15.23;801.97;1.70;265.99;0.000000;0.000000;0.000000;8366.6980
2010-04-27;24:00;295.11;21.46;802.62;1.64;242.52;0.987035;0.433560;0.000000;7850.4890
2010-04-28;24:00;293.29;33.36;802.06;1.46;264.40;2.347483;3.242673;0.000000;6838.0260
2010-04-29;24:00;294.01;25.71;801.75;1.54;227.84;0.115962;0.417333;0.000000;8088.0360
2010-04-30;24:00;293.36;30.51;802.05;0.91;247.45;1.637574;1.071013;0.000000;6327.5460
2010-05-01;24:00;292.46;35.07;802.26;1.19;207.53;1.703983;1.808562;0.000000;5701.0970
2010-05-02;24:00;292.53;37.12;800.39;0.72;213.54;4.931666;0.505788;0.000000;6666.4390
2010-05-03;24:00;293.02;35.94;798.18;2.28;253.02;0.703609;0.122205;0.000000;6482.9110
2010-05-04;24:00;295.24;28.60;797.43;2.42;251.64;0.142098;0.222728;0.000000;7859.8870
2010-05-05;24:00;295.39;29.63;797.40;2.33;249.57;1.285249;0.844271;0.000000;6901.3960
2010-05-06;24:00;293.81;34.65;798.12;2.06;239.40;1.680503;0.907152;0.000000;6382.5820
2010-05-07;24:00;291.85;49.25;798.40;0.92;207.91;1.663181;0.647796;0.000392;6077.7990
2010-05-08;24:00;291.63;43.80;797.73;2.09;262.58;0.062104;0.133707;0.000203;8299.4810
2010-05-09;24:00;292.60;31.46;796.41;2.11;261.36;0.000001;0.016153;0.000053;8672.1900
2010-05-10;24:00;293.33;28.53;796.58;2.22;254.27;0.000185;0.103082;0.000023;8647.0720
2010-05-11;24:00;293.01;28.12;797.05;2.30;265.79;0.027715;0.299035;0.000013;8421.0320
2010-05-12;24:00;293.75;23.81;797.30;1.89;246.58;0.004142;0.247854;0.000008;8651.0960
2010-05-13;24:00;294.49;20.85;797.64;1.90;245.51;0.086908;0.832411;0.000004;8463.2720
2010-05-14;24:00;294.10;20.24;797.35;2.13;231.93;0.014574;1.006774;0.000003;8008.1560
2010-05-15;24:00;294.33;22.23;797.79;1.97;266.14;0.003381;0.179408;0.000001;8379.5060
2010-05-16;24:00;295.85;20.06;798.05;2.28;262.82;0.026282;0.203825;0.000000;8558.4250
2010-05-17;24:00;297.21;23.82;799.53;1.41;256.36;0.231166;0.443393;0.000000;7409.9370
2010-05-18;24:00;296.19;34.95;799.94;1.86;220.07;1.655950;2.001366;0.000000;5756.6520
2010-05-19;24:00;294.70;31.02;797.92;2.84;233.12;1.084066;2.161090;0.000000;8119.7940
2010-05-20;24:00;293.93;22.45;796.17;1.40;252.44;0.100935;0.530047;0.000000;8503.7950
2010-05-21;24:00;296.34;17.32;797.96;1.48;242.49;0.000202;0.000000;0.000000;8875.8530
2010-05-22;24:00;296.89;18.08;798.98;1.55;230.06;0.005805;0.017290;0.000000;8803.5310
2010-05-23;24:00;295.49;29.56;797.49;1.69;263.24;0.390587;0.495880;0.000022;7871.4330
2010-05-24;24:00;295.77;25.24;794.56;3.35;283.24;0.013783;0.000279;0.000012;8613.1400
2010-05-25;24:00;296.18;18.33;792.62;2.29;275.78;0.003991;0.000000;0.000002;8660.2790
2010-05-26;24:00;297.52;13.22;793.90;1.91;256.54;0.001811;0.000000;0.000000;8997.0070
2010-05-27;24:00;298.77;18.36;795.13;2.45;226.39;0.841281;1.432189;0.000000;8787.2640
2010-05-28;24:00;295.34;39.16;797.40;2.80;171.62;6.645535;3.711841;0.000049;7324.9170
2010-05-29;24:00;294.45;31.87;797.49;2.03;222.28;1.387836;1.591771;0.000061;7726.4270
2010-05-30;24:00;293.75;23.78;796.91;1.56;245.44;0.227724;0.298551;0.000019;8218.4730
2010-05-31;24:00;295.65;20.93;796.95;2.33;260.02;0.057659;0.118123;0.000006;8868.4400
2010-06-01;24:00;296.45;18.16;797.44;2.22;271.10;0.093234;0.062867;0.000001;8935.4350
2010-06-02;24:00;296.98;23.36;798.73;2.69;264.75;0.210400;0.215595;0.000000;8514.6840
2010-06-03;24:00;297.05;26.92;798.69;2.67;258.80;0.427456;0.397564;0.000000;8090.8190
2010-06-04;24:00;295.42;41.18;797.93;2.96;259.18;1.926197;0.971259;0.000017;7847.3620
2010-06-05;24:00;293.26;37.47;795.48;3.01;264.53;0.063893;0.113196;0.000006;7560.1740
2010-06-06;24:00;293.48;25.63;795.23;2.73;265.15;0.000000;0.011378;0.000001;9021.5620
2010-06-07;24:00;292.46;42.53;796.74;1.27;203.24;3.364280;1.005206;0.000059;6256.3610
2010-06-08;24:00;291.96;56.81;796.86;1.75;139.62;2.225506;1.236274;0.000290;6723.2580
2010-06-09;24:00;292.70;55.08;797.22;1.18;191.05;0.938138;0.454042;0.000064;7340.6760
2010-06-10;24:00;292.75;46.56;797.74;1.11;239.88;1.335212;0.768815;0.000032;7696.0630
2010-06-11;24:00;294.13;39.98;797.22;1.45;224.93;0.900111;0.899101;0.000009;8597.1970
2010-06-12;24:00;295.17;39.80;796.60;1.64;221.40;1.805314;1.954612;0.000001;8410.8430
2010-06-13;24:00;293.93;46.70;796.35;1.53;208.26;3.562626;1.793307;0.000001;7734.3420
2010-06-14;24:00;293.84;43.90;796.52;1.72;260.20;0.787641;0.575634;0.000000;8333.9030
2010-06-15;24:00;295.68;34.62;795.77;2.05;250.82;1.073508;0.457040;0.000000;8597.7060
2010-06-16;24:00;294.21;44.63;796.38;1.43;216.87;2.589128;1.362030;0.000000;6725.5470
2010-06-17;24:00;294.95;38.43;796.83;1.70;239.22;0.916883;0.932624;0.000000;7920.0830
2010-06-18;24:00;296.40;29.75;797.57;1.68;235.66;0.026773;0.024406;0.000000;8961.4960
2010-06-19;24:00;297.55;32.46;797.57;2.10;234.06;0.677149;0.296704;0.000000;8707.3670
2010-06-20;24:00;297.34;40.88;797.68;2.01;244.84;3.581271;0.109553;0.000000;6565.8650
2010-06-21;24:00;297.92;31.94;795.91;2.74;264.82;0.874745;0.255878;0.000000;8280.5790
2010-06-22;24:00;297.48;35.53;794.88;2.12;258.48;1.085614;0.360647;0.000000;8056.4770
2010-06-23;24:00;295.70;47.31;794.91;1.63;254.91;0.599433;0.115869;0.000000;7724.8410
2010-06-24;24:00;294.84;56.04;794.21;1.73;252.85;1.632150;0.024297;0.000004;7394.0010
2010-06-25;24:00;293.93;56.46;794.54;1.64;261.67;0.153398;0.018738;0.000001;7905.7150
2010-06-26;24:00;295.10;52.35;794.58;1.48;240.63;0.854776;0.035896;0.000000;8439.9370
2010-06-27;24:00;295.43;55.60;795.03;2.02;242.52;3.801592;0.417780;0.000001;7845.3550
2010-06-28;24:00;295.04;47.97;794.95;1.87;270.81;1.051115;0.525725;0.000002;8490.3800
2010-06-29;24:00;295.41;47.93;795.00;1.60;267.12;0.926895;0.188635;0.000000;7549.5830
2010-06-30;24:00;295.86;46.07;795.04;2.00;264.80;0.440962;0.243773;0.000000;8013.2550
2010-07-01;24:00;293.17;63.33;796.26;0.73;239.56;0.928653;0.076685;0.000006;7688.5370
2010-07-02;24:00;293.86;53.31;797.23;1.13;245.27;0.427645;0.021223;0.000001;8580.5370
2010-07-03;24:00;294.47;63.15;797.86;1.20;223.89;3.733766;0.028288;0.000000;7505.7200
2010-07-04;24:00;292.12;83.97;798.72;0.76;221.92;52.799798;1.302874;0.000000;3166.8230
2010-07-05;24:00;292.64;82.61;798.47;1.87;163.28;14.664070;0.228957;0.000004;6514.6830
2010-07-06;24:00;292.50;82.58;798.94;1.49;154.11;17.143396;0.061055;0.000018;5169.2140
2010-07-07;24:00;292.90;83.31;800.11;0.88;247.95;45.081498;1.279698;0.000005;4309.8430
2010-07-08;24:00;294.02;79.82;799.62;1.78;231.49;7.635297;0.000123;0.000001;7741.1770
2010-07-09;24:00;294.37;78.23;796.71;2.11;258.21;3.235017;0.000000;0.000000;7741.8270
2010-07-10;24:00;293.86;75.58;795.76;1.82;259.80;2.433818;0.000274;0.000000;7183.3820
2010-07-11;24:00;294.13;74.10;794.52;2.46;254.23;17.701886;2.482677;0.000000;7897.2900
2010-07-12;24:00;292.66;82.33;794.42;1.90;252.02;11.790425;0.142891;0.000000;5056.5330
2010-07-13;24:00;292.95;74.77;796.58;1.76;245.87;0.922829;0.002478;0.000000;7957.2200
2010-07-14;24:00;293.82;72.63;797.85;1.38;239.13;0.383388;0.001112;0.000000;8401.2100
2010-07-15;24:00;294.56;73.16;797.58;1.62;240.86;0.961230;0.000034;0.000000;8028.1350
2010-07-16;24:00;294.70;79.26;796.67;2.20;234.79;7.807648;0.000000;0.000000;7151.5020
2010-07-17;24:00;293.64;87.48;797.01;2.19;211.73;42.055128;0.000000;0.000000;4606.9600
2010-07-18;24:00;293.83;90.46;794.20;2.99;242.12;42.478560;0.000000;0.000000;3379.5440
2010-07-19;24:00;292.66;88.19;793.74;2.10;194.65;161.056127;5.470801;0.000000;5300.3950
2010-07-20;24:00;291.21;87.43;795.65;1.88;133.99;72.471750;0.500646;0.000000;4162.1140
2010-07-21;24:00;291.39;87.39;796.40;1.57;156.07;32.846490;1.150092;0.000000;4024.9390
2010-07-22;24:00;291.40;89.45;796.87;1.89;197.55;27.250358;0.208552;0.000004;4410.6420
2010-07-23;24:00;293.11;84.64;794.55;2.04;228.99;10.411474;0.000000;0.000001;7465.2630
2010-07-24;24:00;292.91;89.26;793.07;2.12;230.72;36.482040;0.000000;0.000000;4616.2500
2010-07-25;24:00;293.59;87.84;793.47;1.84;218.07;21.988703;0.000000;0.000000;4920.1800
2010-07-26;24:00;292.19;86.73;795.92;1.77;188.76;50.095153;1.061351;0.000007;4386.2370
2010-07-27;24:00;292.02;82.69;797.58;1.61;143.88;10.802705;0.528100;0.000007;5536.4360
2010-07-28;24:00;291.96;82.54;797.90;1.26;149.62;12.773576;0.248474;0.000005;4833.0860
2010-07-29;24:00;293.31;86.26;796.28;2.01;234.48;8.900615;0.000000;0.000001;7372.7900
2010-07-30;24:00;292.47;91.04;795.58;2.07;230.24;153.504270;4.290138;0.000000;5104.7710
2010-07-31;24:00;290.62;87.98;797.50;1.07;115.51;49.303987;1.200557;0.000000;2729.0030
2010-08-01;24:00;291.62;86.89;797.59;1.57;227.64;19.571981;0.029015;0.000000;4890.8440
2010-08-02;24:00;292.87;85.29;796.86;1.78;203.70;15.174347;1.247025;0.000000;7329.3000
2010-08-03;24:00;292.38;84.07;796.00;1.77;192.81;30.091791;1.191925;0.000000;6813.0050
2010-08-04;24:00;293.17;82.93;795.55;1.52;207.89;29.414880;0.667533;0.000000;7122.8400
2010-08-05;24:00;292.31;89.37;798.33;2.02;184.18;101.539256;1.587568;0.000000;4652.6440
2010-08-06;24:00;292.72;87.43;799.93;1.89;206.16;33.686831;3.949585;0.000005;5451.5290
2010-08-07;24:00;292.73;86.84;798.48;2.22;218.48;71.994435;2.228889;0.000008;5619.9060
2010-08-08;24:00;292.43;84.12;797.63;0.81;223.85;5.210926;0.003677;0.000000;5740.2430
2010-08-09;24:00;292.74;89.09;796.76;2.11;244.43;17.887709;0.000000;0.000000;5429.2830
2010-08-10;24:00;292.90;91.52;796.76;2.46;244.26;33.081323;0.895186;0.000000;5120.0530
2010-08-11;24:00;292.78;90.49;796.96;2.24;238.16;26.375046;0.016024;0.000000;4476.2300
2010-08-12;24:00;292.29;90.76;797.32;2.02;233.90;46.857676;2.100488;0.000000;3625.2720
2010-08-13;24:00;292.45;87.33;797.71;1.87;236.13;17.703634;0.430962;0.000000;5867.5210
2010-08-14;24:00;291.14;89.81;797.80;0.60;186.09;21.319844;0.365303;0.000000;2661.6500
2010-08-15;24:00;292.95;86.62;799.18;1.90;211.50;15.791843;0.000000;0.000000;7300.3950
2010-08-16;24:00;292.36;91.52;798.76;2.32;199.13;34.397950;0.000000;0.000000;4293.1600
2010-08-17;24:00;292.64;92.91;794.99;2.97;221.07;76.155300;6.018264;0.000000;4188.1850
2010-08-18;24:00;291.58;94.51;795.75;2.19;158.61;162.909003;3.456825;0.000000;2306.9990
2010-08-19;24:00;291.68;89.74;798.98;0.72;144.27;40.159170;1.370466;0.000000;2428.2760
2010-08-20;24:00;291.87;91.15;799.61;1.93;192.32;27.373288;0.000000;0.000000;3961.2810
2010-08-21;24:00;292.00;89.63;797.50;1.70;174.09;14.024430;0.000000;0.000000;6028.9040
2010-08-22;24:00;291.32;89.34;796.29;1.01;145.40;20.138425;1.610287;0.000000;4000.0970
2010-08-23;24:00;292.66;86.80;795.11;1.25;240.59;12.384450;0.033922;0.000000;6406.8230
2010-08-24;24:00;292.07;90.81;795.11;2.04;230.00;64.138109;2.738083;0.000000;4565.2560
2010-08-25;24:00;290.92;86.94;798.55;1.27;175.70;11.378663;0.173856;0.000000;5783.0740
2010-08-26;24:00;290.97;87.32;798.82;0.79;235.65;10.649188;0.114167;0.000000;4484.7060
2010-08-27;24:00;292.41;88.94;797.64;1.95;228.22;15.198545;0.000000;0.000000;6321.8340
2010-08-28;24:00;291.98;91.23;797.56;2.00;237.40;16.002367;0.000000;0.000000;5140.8600
2010-08-29;24:00;292.15;89.31;796.94;1.99;242.79;5.045384;0.000343;0.000000;6507.7850
2010-08-30;24:00;292.47;88.73;796.43;1.71;229.58;8.975323;0.000003;0.000000;6995.4490
2010-08-31;24:00;291.47;91.07;797.16;1.68;218.60;25.585083;0.156703;0.000000;3483.9910
2010-09-01;24:00;292.26;91.59;798.29;2.22;224.68;29.752397;0.248513;0.000000;5171.3350
2010-09-02;24:00;292.27;94.81;797.76;2.94;214.63;79.816504;8.502260;0.000000;3539.6100
2010-09-03;24:00;291.10;96.17;796.63;2.03;204.70;73.428112;2.422304;0.000000;1800.8120
2010-09-04;24:00;290.92;94.79;796.47;2.20;214.71;43.859184;0.338988;0.000000;3218.3310
2010-09-05;24:00;291.33;90.17;797.74;1.70;209.05;17.155863;0.025230;0.000000;5317.7930
2010-09-06;24:00;291.78;89.46;797.08;1.85;213.26;11.241000;0.000000;0.000000;6215.0880
2010-09-07;24:00;291.84;91.09;796.73;2.34;209.65;50.816315;2.418217;0.000000;5905.2100
2010-09-08;24:00;290.79;92.61;799.08;1.64;181.53;32.891565;1.267129;0.000005;3816.1690
2010-09-09;24:00;291.38;88.54;799.36;1.57;204.25;15.215698;0.113757;0.000002;5447.2880
2010-09-10;24:00;291.54;85.43;797.80;0.81;198.91;5.658931;0.059964;0.000000;6311.6840
2010-09-11;24:00;291.52;88.15;797.79;1.67;229.74;19.803863;1.096870;0.000002;5829.4280
2010-09-12;24:00;289.98;92.34;798.50;1.36;180.14;32.156015;0.552617;0.000002;2939.2280
2010-09-13;24:00;289.93;89.45;797.52;1.09;174.00;19.420353;0.712884;0.000002;4456.3240
2010-09-14;24:00;290.32;87.80;797.15;1.08;204.38;10.264120;0.098865;0.000007;5011.1160
2010-09-15;24:00;289.98;86.84;797.33;1.07;235.58;9.862162;0.196245;0.000004;5258.3720
